,BioProject,Library Name,tissue,Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Cultivar,dev_stage,isolate,Age,Ecotype,replicate,treatment,phenotype,Biomaterial_provider,disease_stage,disease,Collection_date,isolation_source,sample_type,Genotype,GEO_Accession (exp),source_name,sub_species,strain,time_cultured,tissue_type,symbiont,growth_protocol,AssemblyName,sample_name,is_reference,specific_host,collected_by,Host,biological_repeats,Developmental_stage,temp,variety,quality_book_char (run),library_selection (exp)
,PRJNA312741,,leaves,SRR3204349,RNA-Seq,50,5896488250,SAMN04531895,3905675109,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-07T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA312741,,leaves,SRR3204350,RNA-Seq,50,6130110250,SAMN04531895,4144674519,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-06T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRJNA291797: To understand the mechanism of peanut response to aflatoxin production by Aspergillus flavus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291797,S_T1_1,post-harvest seed,SRR2155093,RNA-Seq,200,5799851200,SAMN03952841,3954448887,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142105,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,S_T1_1,SRP061959,PRJNA291797,S_T1_1,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 12,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T1-1,,,,,,,,,,1 day,,,,,,,,,,,,,,,
,PRJNA291797,S_T1_2,post-harvest seed,SRR2155094,RNA-Seq,200,5966916200,SAMN03952842,4062789030,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142106,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,S_T1_2,SRP061959,PRJNA291797,S_T1_2,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 12,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T1-2,,,,,,,,,,1 day,,,,,,,,,,,,,,,
,PRJNA291797,S_T2_1,post-harvest seed,SRR2155095,RNA-Seq,200,4912023200,SAMN03952845,3520180728,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142109,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,S_T2_1,SRP061959,PRJNA291797,S_T2_1,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 12,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T2-1,,,,,,,,,,3 days,,,,,,,,,,,,,,,
,PRJNA291797,S_T2_2,post-harvest seed,SRR2155096,RNA-Seq,200,4740526000,SAMN03952846,3396480303,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142110,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,S_T2_2,SRP061959,PRJNA291797,S_T2_2,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 12,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T2-2,,,,,,,,,,3 days,,,,,,,,,,,,,,,
,PRJNA291797,S_T3_1,post-harvest seed,SRR2155097,RNA-Seq,200,4863838800,SAMN03952849,3486573464,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142113,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,S_T3_1,SRP061959,PRJNA291797,S_T3_1,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 12,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T3-1,,,,,,,,,,7 days,,,,,,,,,,,,,,,
,PRJNA291797,S_T3_2,post-harvest seed,SRR2155098,RNA-Seq,200,4294802600,SAMN03952850,2973383194,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142114,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,S_T3_2,SRP061959,PRJNA291797,S_T3_2,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 12,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T3-2,,,,,,,,,,7 days,,,,,,,,,,,,,,,
,PRJNA291797,R_T1_1,post-harvest seed,SRR2155152,RNA-Seq,200,5567140600,SAMN03952829,3791039516,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142091,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,R_T1_1,SRP061959,PRJNA291797,R_T1_1,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 6,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T1-1,,,,,,,,,,1 day,,,,,,,,,,,,,,,
,PRJNA291797,R_T1_2,post-harvest seed,SRR2155153,RNA-Seq,200,5277663200,SAMN03952830,3584216791,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142092,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,R_T1_2,SRP061959,PRJNA291797,R_T1_2,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 6,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T1-2,,,,,,,,,,1 day,,,,,,,,,,,,,,,
,PRJNA291797,R_T2_1,post-harvest seed,SRR2155154,RNA-Seq,200,6246213400,SAMN03952833,4196386608,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142095,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,R_T2_1,SRP061959,PRJNA291797,R_T2_1,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 6,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T2-1,,,,,,,,,,3 days,,,,,,,,,,,,,,,
,PRJNA291797,R_T2_2,post-harvest seed,SRR2155155,RNA-Seq,200,5320647400,SAMN03952834,3745914894,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142096,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,R_T2_2,SRP061959,PRJNA291797,R_T2_2,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 6,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T2-2,,,,,,,,,,3 days,,,,,,,,,,,,,,,
,PRJNA291797,R_T3_1,post-harvest seed,SRR2155156,RNA-Seq,200,2322430600,SAMN03952837,1660363943,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142099,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,R_T3_1,SRP061959,PRJNA291797,R_T3_1,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 6,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T3-1,,,,,,,,,,7 days,,,,,,,,,,,,,,,
,PRJNA291797,R_T3_2,post-harvest seed,SRR2155157,RNA-Seq,200,1854945800,SAMN03952838,1337618555,OIL CROPS RESEARCH INSTITUTE OF CHINESE ACADEMY OF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1142100,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-08-04T00:00:00Z,R_T3_2,SRP061959,PRJNA291797,R_T3_2,post-harvest seed,China,Asia,China:Wuhan,Plant,Zhonghua 6,mature,,5 months,,,"The treatment (T\, inoculated A. flavus)",,,T3-2,,,,,,,,,,7 days,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRJNA291488: RNA seq of 22 tissues and developmental stages for construction of a gene atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pod,SRR2141559,RNA-Seq,180,4475240280,SAMN03944974,1800434793,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130446,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,42_PodPt3_C,SRP061833,PRJNA291488,,pod,Georgia,Asia,Georgia,Plant,Tifrunner,Pattee stage 3/4,,,,,,42_PodPt3_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pericarp,SRR2141618,RNA-Seq,180,3411016920,SAMN03944975,1372566330,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130447,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,43_PerPt5_A,SRP061833,PRJNA291488,,pericarp,Georgia,Asia,Georgia,Plant,Tifrunner,Pattee stage 5,,,,,,43_PerPt5_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pericarp,SRR2141619,RNA-Seq,180,5187951180,SAMN03944976,2119553420,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130448,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,44_PerPt5_B,SRP061833,PRJNA291488,,pericarp,Georgia,Asia,Georgia,Plant,Tifrunner,Pattee stage 5,,,,,,44_PerPt5_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pericarp,SRR2141620,RNA-Seq,181,5114382581,SAMN03944977,2436857593,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130449,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,45_PerPt5_C,SRP061833,PRJNA291488,,pericarp,Georgia,Asia,Georgia,Plant,Tifrunner,Pattee stage 5,,,,,,45_PerPt5_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141679,RNA-Seq,180,4906368540,SAMN03944979,2017860527,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130508,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,47_SdPt5_B,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Pattee stage 5,,,,,,47_SdPt5_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pericarp,SRR2141695,RNA-Seq,180,1889735760,SAMN03944980,784455392,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130519,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,48_PerPt6_A,SRP061833,PRJNA291488,,pericarp,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 6,,,,,,48_PerPt6_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pericarp,SRR2141696,RNA-Seq,180,3675657240,SAMN03944981,1495362298,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130520,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,49_PerPt6_B,SRP061833,PRJNA291488,,pericarp,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 6,,,,,,49_PerPt6_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,pericarp,SRR2141697,RNA-Seq,180,6951046860,SAMN03944982,2886545641,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130521,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,50_PerPt6_C,SRP061833,PRJNA291488,,pericarp,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 6,,,,,,50_PerPt6_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141698,RNA-Seq,200,7800248400,SAMN03944983,3242791828,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130522,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,51_SdPt6_A,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 6,,,,,,51_SdPt6_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141699,RNA-Seq,200,7193316600,SAMN03944984,2983920622,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130523,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,52_SdPt6_B,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 6,,,,,,52_SdPt6_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141700,RNA-Seq,200,6641262600,SAMN03944985,2757149740,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130524,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,53_SdPt7_A,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 7,,,,,,53_SdPt7_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141701,RNA-Seq,200,8752528200,SAMN03944986,3652088642,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130527,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,54_SdPt7_B,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 7,,,,,,54_SdPt7_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141702,RNA-Seq,200,4951841800,SAMN03944987,2079038423,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130528,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,55_SdPt8_A,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 8,,,,,,55_SdPt8_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141703,RNA-Seq,200,9071735400,SAMN03944988,3777054623,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130529,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,56_SdPt8_B,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,Patte stage 8,,,,,,56_SdPt8_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141704,RNA-Seq,200,1771910000,SAMN03944989,746626583,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130530,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,57_SdPt10_A,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,patte stage 10,,,,,,57_SdPt10_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,seed,SRR2141705,RNA-Seq,200,5955389400,SAMN03944990,2507280584,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1130531,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,58_SdPt10_B,SRP061833,PRJNA291488,,seed,Georgia,Asia,Georgia,Plant,Tifrunner,patte stage 10,,,,,,58_SdPt10_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135539,RNA-Seq,200,1928287200,SAMN03944934,794462678,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125158,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,2_Leaf_B,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,10 d post emergence,,,,,,2_Leaf_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135540,RNA-Seq,200,1506420000,SAMN03944935,620916248,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125159,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,3_Leaf_C,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,10 d post emergence,,,,,,3_Leaf_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135541,RNA-Seq,200,4546823600,SAMN03944936,1902030195,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125160,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,4_MainLeaf_A,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,mainstem - boote R1,,,,,,4_MainLeaf_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135542,RNA-Seq,200,5220016400,SAMN03944937,2167211162,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125162,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,5_MainLeaf_B,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,mainstem - boote R1,,,,,,5_MainLeaf_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135543,RNA-Seq,200,9103998600,SAMN03944938,3743778913,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125163,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,6_MainLeaf_C,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,mainstem - boote R1,,,,,,6_MainLeaf_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135545,RNA-Seq,200,8494908600,SAMN03944940,3490985452,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125165,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,8_LatLeaf_B,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,lateral stem - boote R1,,,,,,8_LatLeaf_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,leaf,SRR2135546,RNA-Seq,200,1907618800,SAMN03944941,828747272,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125166,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,9_LatLeaf_C,SRP061833,PRJNA291488,,leaf,Georgia,Asia,Georgia,Plant,Tifrunner,lateral stem - boote R1,,,,,,9_LatLeaf_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,vegetative shoot,SRR2135547,RNA-Seq,200,1538819000,SAMN03944942,678732744,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125167,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,10_VegSht_A,SRP061833,PRJNA291488,,vegetative shoot,Georgia,Asia,Georgia,Plant,Tifrunner,boote R1,,,,,,10_VegSht_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,vegetative shoot,SRR2135548,RNA-Seq,200,1597055200,SAMN03944943,702740806,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125168,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,11_VegSht_B,SRP061833,PRJNA291488,,vegetative shoot,Georgia,Asia,Georgia,Plant,Tifrunner,boote R1,,,,,,11_VegSht_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,vegetative shoot,SRR2135552,RNA-Seq,200,2818314400,SAMN03944944,1231209290,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125172,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,12_VegSht_C,SRP061833,PRJNA291488,,vegetative shoot,Georgia,Asia,Georgia,Plant,Tifrunner,boote R1,,,,,,12_VegSht_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,reproductive shoot,SRR2135554,RNA-Seq,200,3247335000,SAMN03944945,1401455164,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125173,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,13_RepSht_A,SRP061833,PRJNA291488,,reproductive shoot,Georgia,Asia,Georgia,Plant,Tifrunner,boote R1,,,,,,13_RepSht_A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,reproductive shoot,SRR2135555,RNA-Seq,200,3624186600,SAMN03944946,1573175109,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125174,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,14_RepSht_B,SRP061833,PRJNA291488,,reproductive shoot,Georgia,Asia,Georgia,Plant,Tifrunner,boote R1,,,,,,14_RepSht_B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA291488,,reproductive shoot,SRR2135556,RNA-Seq,200,2809535000,SAMN03944947,1227539636,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1125175,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-07-30T00:00:00Z,15_RepSht_C,SRP061833,PRJNA291488,,reproductive shoot,Georgia,Asia,Georgia,Plant,Tifrunner,boote R1,,,,,,15_RepSht_C,,,,,,,,,,,,,,,,,,,,,,,,,,,
